License Plate State,License Plate Country,License Plate Type,ePermit?,License Plate Number,Vehicle Make,Vehicle Model,Vehicle Year,Vehicle Color,Nickname,Start Date,Start Time,End Date,End Time
OH,US,,,ABD0898,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NY,US,,,ABD0899,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CT,US,,,ABD0900,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
DE,US,,,ABD0901,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IA,US,,,ABD0902,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MA,US,,,ABD0903,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
HI,US,,,ABD0904,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MN,US,,,ABD0905,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NE,US,,,ABD0906,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IN,US,,,ABD0907,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ID,US,,,ABD0908,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
UT,US,,,ABD0909,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
RI,US,,,ABD0910,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AL,US,,,ABD0911,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NV,US,,,ABD0912,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AZ,US,,,ABD0913,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AL,US,,,ABD0914,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IN,US,,,ABD0915,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SD,US,,,ABD0916,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NE,US,,,ABD0917,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NY,US,,,ABD0918,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CA,US,,,ABD0919,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NM,US,,,ABD0920,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ME,US,,,ABD0921,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ID,US,,,ABD0922,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
DE,US,,,ABD0923,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NE,US,,,ABD0924,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OH,US,,,ABD0925,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
TX,US,,,ABD0926,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VA,US,,,ABD0927,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IN,US,,,ABD0928,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WI,US,,,ABD0929,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MT,US,,,ABD0930,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CO,US,,,ABD0931,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AZ,US,,,ABD0932,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ND,US,,,ABD0933,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ND,US,,,ABD0934,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NH,US,,,ABD0935,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CT,US,,,ABD0936,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
LA,US,,,ABD0937,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IN,US,,,ABD0938,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NE,US,,,ABD0939,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CA,US,,,ABD0940,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NV,US,,,ABD0941,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IN,US,,,ABD0942,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SD,US,,,ABD0943,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CT,US,,,ABD0944,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SC,US,,,ABD0945,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IA,US,,,ABD0946,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
TX,US,,,ABD0947,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AZ,US,,,ABD0948,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MI,US,,,ABD0949,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AL,US,,,ABD0950,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NJ,US,,,ABD0951,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AK,US,,,ABD0952,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CO,US,,,ABD0953,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WV,US,,,ABD0954,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IA,US,,,ABD0955,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KS,US,,,ABD0956,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
DE,US,,,ABD0957,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MD,US,,,ABD0958,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CA,US,,,ABD0959,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MI,US,,,ABD0960,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
UT,US,,,ABD0961,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
FL,US,,,ABD0962,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
RI,US,,,ABD0963,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AZ,US,,,ABD0964,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IA,US,,,ABD0965,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IA,US,,,ABD0966,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NM,US,,,ABD0967,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MS,US,,,ABD0968,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KS,US,,,ABD0969,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KY,US,,,ABD0970,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
RI,US,,,ABD0971,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ND,US,,,ABD0972,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NV,US,,,ABD0973,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WV,US,,,ABD0974,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
PA,US,,,ABD0975,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MA,US,,,ABD0976,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
TN,US,,,ABD0977,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MI,US,,,ABD0978,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
TN,US,,,ABD0979,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MI,US,,,ABD0980,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MD,US,,,ABD0981,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OR,US,,,ABD0982,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MO,US,,,ABD0983,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
PA,US,,,ABD0984,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
GA,US,,,ABD0985,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AZ,US,,,ABD0986,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NY,US,,,ABD0987,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
TX,US,,,ABD0988,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MI,US,,,ABD0989,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MO,US,,,ABD0990,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
LA,US,,,ABE0001,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MA,US,,,ABE0002,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MI,US,,,ABE0003,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WA,US,,,ABE0004,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NJ,US,,,ABE0005,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AZ,US,,,ABE0006,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MO,US,,,ABE0007,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OH,US,,,ABE0008,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
FL,US,,,ABE0009,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MN,US,,,ABE0010,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CO,US,,,ABE0011,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
HI,US,,,ABE0012,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MT,US,,,ABE0013,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NE,US,,,ABE0014,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NJ,US,,,ABE0015,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CT,US,,,ABE0016,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
TN,US,,,ABE0017,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NV,US,,,ABE0018,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IL,US,,,ABE0019,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
DE,US,,,ABE0020,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IN,US,,,ABE0021,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WY,US,,,ABE0022,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NH,US,,,ABE0023,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WA,US,,,ABE0024,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
RI,US,,,ABE0025,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KY,US,,,ABE0026,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MO,US,,,ABE0027,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IN,US,,,ABE0028,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AR,US,,,ABE0029,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MO,US,,,ABE0030,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AR,US,,,ABE0031,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SC,US,,,ABE0032,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WI,US,,,ABE0033,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
PA,US,,,ABE0034,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
RI,US,,,ABE0035,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OH,US,,,ABE0036,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OH,US,,,ABE0037,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KY,US,,,ABE0038,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
FL,US,,,ABE0039,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NE,US,,,ABE0040,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AZ,US,,,ABE0041,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OR,US,,,ABE0042,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NH,US,,,ABE0043,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NJ,US,,,ABE0044,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AL,US,,,ABE0045,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MT,US,,,ABE0046,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AR,US,,,ABE0047,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
UT,US,,,ABE0048,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OK,US,,,ABE0049,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
HI,US,,,ABE0050,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MS,US,,,ABE0051,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MI,US,,,ABE0052,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KS,US,,,ABE0053,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
LA,US,,,ABE0054,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NH,US,,,ABE0055,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KS,US,,,ABE0056,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
DE,US,,,ABE0057,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WV,US,,,ABE0058,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MO,US,,,ABE0059,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OR,US,,,ABE0060,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
LA,US,,,ABE0061,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OK,US,,,ABE0062,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AK,US,,,ABE0063,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AR,US,,,ABE0064,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CA,US,,,ABE0065,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CT,US,,,ABE0066,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MS,US,,,ABE0067,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MT,US,,,ABE0068,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MN,US,,,ABE0069,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
TX,US,,,ABE0070,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
PA,US,,,ABE0071,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SC,US,,,ABE0072,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AL,US,,,ABE0073,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OH,US,,,ABE0074,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ME,US,,,ABE0075,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NM,US,,,ABE0076,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CO,US,,,ABE0077,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MN,US,,,ABE0078,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
RI,US,,,ABE0079,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AK,US,,,ABE0080,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CT,US,,,ABE0081,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AZ,US,,,ABE0082,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ME,US,,,ABE0083,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MN,US,,,ABE0084,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
HI,US,,,ABE0085,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VA,US,,,ABE0086,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NC,US,,,ABE0087,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ID,US,,,ABE0088,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MI,US,,,ABE0089,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ME,US,,,ABE0090,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NJ,US,,,ABE0091,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IA,US,,,ABE0092,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ID,US,,,ABE0093,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VA,US,,,ABE0094,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VA,US,,,ABE0095,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AR,US,,,ABE0096,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AR,US,,,ABE0097,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MO,US,,,ABE0098,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
TX,US,,,ABE0099,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MI,US,,,ABE0100,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IA,US,,,ABE0101,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NV,US,,,ABE0102,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
FL,US,,,ABE0103,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VA,US,,,ABE0104,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ME,US,,,ABE0105,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NJ,US,,,ABE0106,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CT,US,,,ABE0107,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NC,US,,,ABE0108,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VA,US,,,ABE0109,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NM,US,,,ABE0110,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
TX,US,,,ABE0111,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CO,US,,,ABE0112,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AR,US,,,ABE0113,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CO,US,,,ABE0114,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
DE,US,,,ABE0115,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NY,US,,,ABE0116,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WI,US,,,ABE0117,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VT,US,,,ABE0118,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IL,US,,,ABE0119,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WY,US,,,ABE0120,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MS,US,,,ABE0121,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MO,US,,,ABE0122,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VA,US,,,ABE0123,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KS,US,,,ABE0124,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
DE,US,,,ABE0125,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
GA,US,,,ABE0126,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CA,US,,,ABE0127,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SD,US,,,ABE0128,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WY,US,,,ABE0129,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ID,US,,,ABE0130,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OR,US,,,ABE0131,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ME,US,,,ABE0132,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
FL,US,,,ABE0133,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CO,US,,,ABE0134,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VT,US,,,ABE0135,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WI,US,,,ABE0136,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VT,US,,,ABE0137,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
HI,US,,,ABE0138,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CO,US,,,ABE0139,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AZ,US,,,ABE0140,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
HI,US,,,ABE0141,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IL,US,,,ABE0142,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ID,US,,,ABE0143,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
GA,US,,,ABE0144,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MD,US,,,ABE0145,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MI,US,,,ABE0146,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MD,US,,,ABE0147,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MN,US,,,ABE0148,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SC,US,,,ABE0149,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ND,US,,,ABE0150,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
RI,US,,,ABE0151,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OR,US,,,ABE0152,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CO,US,,,ABE0153,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NY,US,,,ABE0154,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OK,US,,,ABE0155,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AZ,US,,,ABE0156,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
PA,US,,,ABE0157,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NJ,US,,,ABE0158,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NE,US,,,ABE0159,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OR,US,,,ABE0160,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NM,US,,,ABE0161,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KS,US,,,ABE0162,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OH,US,,,ABE0163,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VT,US,,,ABE0164,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MO,US,,,ABE0165,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MN,US,,,ABE0166,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MI,US,,,ABE0167,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KY,US,,,ABE0168,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CO,US,,,ABE0169,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MA,US,,,ABE0170,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NJ,US,,,ABE0171,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CA,US,,,ABE0172,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VA,US,,,ABE0173,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
DE,US,,,ABE0174,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
HI,US,,,ABE0175,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MS,US,,,ABE0176,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MI,US,,,ABE0177,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SD,US,,,ABE0178,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ID,US,,,ABE0179,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
TN,US,,,ABE0180,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AZ,US,,,ABE0181,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NV,US,,,ABE0182,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ND,US,,,ABE0183,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SC,US,,,ABE0184,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AZ,US,,,ABE0185,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CA,US,,,ABE0186,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
GA,US,,,ABE0187,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
TN,US,,,ABE0188,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ME,US,,,ABE0189,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
HI,US,,,ABE0190,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
FL,US,,,ABE0191,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MA,US,,,ABE0192,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NE,US,,,ABE0193,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
GA,US,,,ABE0194,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MO,US,,,ABE0195,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WI,US,,,ABE0196,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IL,US,,,ABE0197,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AL,US,,,ABE0198,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MO,US,,,ABE0199,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
TX,US,,,ABE0200,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CT,US,,,ABE0201,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MT,US,,,ABE0202,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OH,US,,,ABE0203,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SD,US,,,ABE0204,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
UT,US,,,ABE0205,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
LA,US,,,ABE0206,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ID,US,,,ABE0207,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ME,US,,,ABE0208,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
DE,US,,,ABE0209,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
GA,US,,,ABE0210,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NJ,US,,,ABE0211,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ND,US,,,ABE0212,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ME,US,,,ABE0213,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ME,US,,,ABE0214,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KS,US,,,ABE0215,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CA,US,,,ABE0216,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NH,US,,,ABE0217,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
TX,US,,,ABE0218,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MA,US,,,ABE0219,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NC,US,,,ABE0220,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AR,US,,,ABE0221,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KS,US,,,ABE0222,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IN,US,,,ABE0223,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
DE,US,,,ABE0224,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ME,US,,,ABE0225,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VA,US,,,ABE0226,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MS,US,,,ABE0227,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WA,US,,,ABE0228,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AZ,US,,,ABE0229,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SD,US,,,ABE0230,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
TN,US,,,ABE0231,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SD,US,,,ABE0232,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NE,US,,,ABE0233,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
PA,US,,,ABE0234,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
LA,US,,,ABE0235,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IN,US,,,ABE0236,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IL,US,,,ABE0237,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
